text_id,div_name,heading,segment_text,Zuschreibung der Vorschrift,Philosophische Vorbetrachtung,Datierung der Probenahme,Ort der Probenahme,Art der Erde,Art der Probenahme,Aufteilung der Erde,Fundort der Erde,Imprägnation der Erde,Extraktion,Eindampfen,Bezeichnung des ausgelaugten Salzes,Weiterverarbeitung Erdsalz,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,Sal Volatile extra gewinnen,Extraktion Sal Fixum,Nasser und trockener Weg,Zusammenfügung von zwei Prinzipien,Zusammenfügung der drei Prinzipien,Bezeichnung des Lösungsmittels,Salz mit Gold und Silber zusammenschmelzen,Auflösung von Gold,Beschreibung des Athanors,Erzeugung des Rubinkorns,Bezeichnung des Rubinkorns,Weiterer Syntheseschritt,Zwischenanalyse,Multiplikation,Fermentation,Projection
g2a12,A12 Lapis Philosophorum Sendivogii,Athanor,"In diesen Athanor sollen drey Kugeln seyn, die Erste und dickste gantz, die Andere aber
        aufgelöset, damit der Dampff des [CZ: Feuer] hindurch dringen möge, und die Dritte ist eine
        höltzerne eichene Kugel, in der innersten geschehen die putrefactionen in vaporischen Feuer,
        und muß in der ersten Kugel allezeit [CZ: Wasser] seyn, weil die putrefactio wehret, wann das
        [CZ: Wasser] abgehet, muß man dessen wieder hinzu thun, doch warm gemacht, und wehret die
        putrefactio 40 oder 44 [CZ: Tag] [CZ: Nacht] in welchen sich eine Schwärtze erzeiget; wann die
        putrefactio vorüber ist, nimmt man die höltzerne Kugel, und das [CZ: Wasser] in der ersten
        Kugel hinweg, und thut mans in die gelöcherte Kugel-Aschen, setzet das Glaß darauf, und macht
        den Athanor zu, und läßt die Lampen fortgehen, daß die Hitze sey, daß man die Finger darinnen
        erleiden möge, so werden sich innerhalb 50 Tagen mancherley Farben erzeigen, und letzlich eine
        grüne Farbe; allein nimm hernach das Glaß heraus, und thu in die grosse und eiserne Kugel
        Sand, und setze das Glaß darauf, das der Sand die Materia bedecke, mache den Athanor zu, und
        gieb [CZ: Feuer] daß man es mit einem Finger nicht erleiden möge, so wirds innerhalb 50 [CZ:
        Tag] [CZ: Nacht] eine Weise vorzeigen; fahre mit solchen Grad des [CZ: Feuer] fort, daß dieses
        gelbe wird, so ohngefehr in 30 Tagen geschicht, letzlich setze das Glaß zu unterst, und gib so
        lange [CZ: Feuer], 57 biß das Pulver roth erscheinet, und sich in der Mitte ein klein
        durchsichtig Rubinfarbenes Körnlein erzeiget, ohngefehr einer Linsen groß, das soll man wohl
        in acht nehmen, denn es des [CZ: Gold] Saamen ist, das rothe Pulver so darum herlieget, mag
        man wegnehmen, denn es zum Wercke nichts nützet, das Körnlein aber behalt allein.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Eichenholz;,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-44 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; nach Pfauenschwanz grün; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; Rubinkorn ist Linsengroß; 4d: im kompletten Sandbad außen rotes Pulver; 5: rotes Rubinkorn entnehmen;,Goldsamen; der Philosophen Gold;,Secunda Compositio;,N/A,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Die andere Composition.,"Nimm das Körnlein der Philosophorum [CZ: Gold], wieg
        solches genau ab, und thu 10 mahl so viel Menstrui Philosophici darzu, thu alles in eine
        kleine Phiol, das der dritte Theil leer bleibe, Sigilla Hermetice, und procedir im Athanor,
        wie folget: erstlich thu das Glaß in die eichene Kugel, procedir denn als zum ersten, so wirds
        innerhalb 40 [CZ: Tag] [CZ: Nacht] wiederum eine Schwärtze setzen und erzeigen, nimm das Glaß
        heraus, thue die eichene Kugel und Wasser hinweg, setze das Glaß in die löcherichte Kugel in
        die Aschen, als wie zuvor bey der ersten Arbeit, mache den Athanor zu, so werden sich in 100
        [CZ: Tag] [CZ: Nacht] allerley Farben wie zuvor erzeigen, und letzlich grün werden. Denn thu
        in die löcherichte Kugel Sand, setze das Glaß darauf, mache den Athanor zu, gieb wieder Feuer,
        daß daß man es mit einen Finger nicht erleiden möge, so wird in 50 Tagen sich die Weise
        erzeigen, procedir mit solchem [CZ: Feuer] fort, biß auf die Gelbe, die in 30 [CZ: Tag] [CZ:
        Nacht] hernach folget, setze nachmahls das Glaß zu unterst in Sand, gib so lange [CZ: Feuer]
        biß das Pulver schön roth und durch- 58 sichtig wird, welches ohngefähr in 40 [CZ: Tag] [CZ:
        Nacht] geschicht. Probier ein wenig auf glüend [CZ: Silber] Blech, fleust es als Wachs, doch
        ohne Rauch, so ist es fix, wo nicht, so setz es wieder ins [CZ: Feuer] biß es Feuer beständig
        ist.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,auf glühendem Silberblech;,N/A,N/A,N/A
g2a12,A12 Lapis Philosophorum Sendivogii,Multiplicatio,"Nimm ein Theil des rothen Pulvers und Zehentheil Menstrui, thu es in eine kleine Phiol, so
        wird es alsobald einander annehmen, Sigilla Hermetice, setze es in Athanor, so wird sichs in
        der eichernen Kugel in 3 Tagen die Schwartze, hernach in 3 [CZ: Tag] [CZ: Nacht] werden sich
        alle Farben in der löcherichten Kugel in der Asche erzeigen, biß auf die grüne Farbe, und
        letzlich in der letzten Kugel im Sand auch 3 [CZ: Tag] [CZ: Nacht] biß zur röthe; man mag
        solches auf diese art noch etliche mahl augmentiren. Wenn ihr von der ersten Augmentatio ein
        Theil auf 10 Theil fein [CZ: Gold] im Flusse werffet, und wieder ausgiesset, ist solches
        brüchig, wird derohalben solches klein gestossen, als denn 1 Theil des gestossenen [CZ: Gold]
        [CZ: Antimon] auf 10 Theil [CZ: Quecksilber]ij vulgi, wann solches im Gießtiegel bey dem [CZ:
        Feuer] anhebet zu rauchen, geworffen, so wird sichs verwandeln in das edelste [CZ: Gold].  Die erste multiplicatio ist ein Theil auf 10 Theil, das andere ein Theil auf 100 die dritte
        auf 1000 die vierdte auf 10000 Theil etc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Verhältnis Rubinkorn : Menstruum Universale 1 : 10; in Phiole überführen; Phiole verschließen; im Athanor durch alle Farben; schnellere Wiederholung der ersten Operation; mehrfache Multiplikation; nach 1. Multiplication kann die Tinktur 10 Teile tingieren; jede Multiplikation verzehnfacht die Kraft der Tinktur;,multiplizierte Tinktur und Gold; Qualität des Goldes; fein; Verhältnis Tinktur : Gold = 1 : 10; Gold und Tinktur in Schmelztiegel; Gold und Tinktur schmelzen; Gold wird brüchig; Gold zu Pulver stoßen;,fermentiertes Goldpulver und Quecksilber; 1 Teil fermentiertes Goldpulver und 10 Teile Quecksilber in Schmelztiegel; Resultat: edelstes Gold;
g2a12,A12 Lapis Philosophorum Sendivogii,Soli Deo Gloria Amen.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a13,A13 Labor Universalis eines wahren Adepti,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a13,A13 Labor Universalis eines wahren Adepti,A13 Labor Universalis eines wahren Adepti,70  40.,N/A,die Erde ist aller Sachen Samen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g2a13,A13 Labor Universalis eines wahren Adepti,Labor Universalis eines wahren Adepti.,"Hier ist zu wissen daß die Erde aller
        Sachen Saamen wie auch derselben Würckung und Tugend an sich nimmt und begreifft. Dann sie ist
        das Subjectum aller Himmlischen Influenzen, sie 71 wird auch von dem Himmel, und sonderlich
        von denen Elementen geschwängert und ist das Centrum, Fundament und Mutter aller Dinge daraus
        alles gebohren wird dann so sie nach gebührlicher Reinigung subtilisiret und unter den freyen
        Himmel gesetzet sie alsbald geschwängert wird von den Himmlischen Wirckungen und Tugenden daß
        sie von sich selbsten allerley Kräuter Würme Animalia, Metallische Füncklein zu oder herfür
        bringet dann in ihr ist grosses Geheimniß diese soll man mit Wasser und Feuer reinigen von
        ihrer Unsauberkeit, ihre drey gereinigte Principia wieder zusammen setzen, damit
        Philosophischer Weise, als folgen wird procediren. In obgedachter Erde seynd 3
        unterschiedliche Saltze verborgen: Erstlich das Sal Philosophicum, so von der Lufft durch Sonn
        und Mond Strahlen und andere Sternen empfangen; Da je hitziger die Sonne und Sterne Strahlen
        schiessen je mehr Centralisches Saltz gebohren wird. Zum andern ist der Himmlische unsichtbare
        Geist der Natur nehmlich Spiritus Mundi, in einem flüchtigen Saltz in dieser Jungfräulichen
        Erden verborgen; und Tertio ist ein fixes Saltz als ein Receptaculum der vorigen Erde von GOtt
        eingepflantzet daß also diese drey Saltze in dieser Erden verborgen liegen.     Nimm der rechten Erden so
        von der Sonnen und Sternen gnugsam impraegniret und theile sie in 2 Theil und dieses geschieht
        darum damit man der Natur ihr Gewicht wieder geben kann dann aus einem Theil wird das
        philosophische Saltz aus den andern Theil das flüchtige Saltz gezogen durch diesen Weg kan man
        am Gewicht nicht leichtlich irren welches sonsten so man es aus 1 Theil alleine 72 machte und
        die 3 Principia ziehen will leichtlich geschehen könte. NB. In Böhmen bey Commethau 1 halbe Meile davon bricht ein
        Bolus in einem Dorffe der ist von denen Astris sonderlich impraegniret. Item, in Lothringen
        bey Theitenhofen welche Erde die Tuchmacher brauchen, ist nicht tief zu graben.      Die erste Arbeit ist nichts anders dann sieden filtriren evaporiren und candiren als der
        Salpeter-Sieder Gebrauch muß aber aufs höchste gereiniget werden also daß der Salpeter auf die
        höchste Diaphanitaet erscheinet und wie ein Crystall werde. Wenn das geschehen so nimm seine
        hinterstellige Erde laß dieselbe 3 oder 4 mahl durchglüen damit nichts flüchtiges in ihr sey
        und nimm zu 1 Theil Salpeter 3 Theil Erde wohl untereinander gemenget und gereiniget thue
        solche wohl verlutiret in eine Retorte, jedoch soll man auf einmahl über 6 Pfund nicht
        einsetzen nehmlich anderthalb Pfund Salpeter und fünfftehalb Pfund der Erde solche soll man
        wie andern Spiritum Nitri distillliren in die Vorlage soll man 2 Pfund distillirt Regen-Wasser
        vorschlagen damit die Spiritus, so gantz roth herüber gehen desto eher einschlagen, alles wohl
        lutiret, die Spiritus nimm alle zusammen, und distillire per B. M. das Wasser wieder davon der
        Spiritus läst sich in B. M. nicht leichtlich auftreiben. Diesen Spiritum setz in einen Sand
        und distillire ihn langsam 5 a. bis der Spiritus herüber ist so ist er wohl rectificiret doch
        mercke das alles wohl verlutiret sey dann die Spiritus subtil und leichtlich verrauchen das
        Glaß soll nur halb voll seyn damit die Spiritus circuliren mögen sonsten zerschlägt es und
        soll an einen kalten Ort gehalten werden. 73  2.
        [Recipe] 6 Pfund frischer Erde in eine Retorte, distillire wie zuvor geschehen ist mit den
        Salpeter oder Saltz so wird mit dem Spiritu ein flüchtig Saltz in einen dunckeln Dunst herüber
        gehen und theils am Halß sich anhäncken das thue zu dem herübergegangenen. NB. In diesem Werck
        darff kein Wasser vorgeschlagen werden dann die Erd ihr Wasser selbst bey ihr hat solches
        Distilliren muß so offt geschehen bis der andere Theil so aufgehoben von der Erde gantz
        verbraucht worden und sollen alle Capit. Mort. fleißig zur Extraction des Salis fixi behalten
        werden. Die Distillationes nimm alle zusammen distillire erstlich in B. M. das Phlegma, dann
        in der Asche den Spiritum herüber dieser Spiritus gehöret zum Werck nicht man mag ihn
        besonders aufheben. Das so am Boden bleibt nimm sublimire mit starckem Feuer so wird sich das
        flüchtige Saltz Schnee weiß sublimiren in starcken Feuer in fundo wird eine leichte Erden
        bleiben die ist nichts nütze das sublimirte Saltz soll man noch einmahl sublimiren und
        rectificiren daß es rein werde das behalt wohl in einem Glase vor der Lufft daß es sich nicht
        solvire. 3. [Recipe] Die vorige Erde und calcinire die in einem offenen Feuer daß sie zu Aschen
        werde welches in Töpffer-Ofen geschehen mag darnach procedire mit warmen Wasser als man
        sonsten eine Lauge machet und extrahire das Saltz bis keines mehr gespühret wird die zurück
        bleibende Erde ist nichts nütze die wirff weg die Lauge filtrire und evaporire so wirstu das
        fixe Saltz finden daß muß so offt purificiret werden mit filtriren solviren und wieder
        candiren bis es crystallisch wird. 74   4. [Recipe] Sal fixum et
        volatile, conjunge, geuß hernach gemach den Spiritum Nitri darüber so wird sichs uniren und zu
        Wasser werden das ist Mercurius Triumphans Philosophorum, Menstrum Universale dann mit diesen
        Wasser können alle Metall und Edelgesteine aufgeschlossen werden dann es ein lauter feurig
        Wasser.     Rec. Hujus menstrui 10. Theil thue darein gereinigtes Gold 1 Theil so wirds alsobald
        aufgelöset werden laß über Nacht stehen so wird sich eine Terra setzen das klare filtrire in
        eine Phiol, die setzt in die erste Kugel in Athanor. Es seynd in Athanor 3 Kugeln und die
        erste ist gantz die andere voller Löcher oben, damit der Dampff durchdringen mag die dritte
        Kugel ist von Eichen Holtz in dieser geschieht die Putrefaction in vaporischen Feuer und muß
        in der ersten Kugel allzeit Wasser seyn weil die Putrefaction währet 40 oder 48 Tag und Nacht.
        Wann die Putrefaction vorüber ist thut man die höltzerne Kugel desgleichen das Wasser hinweg
        in der ersten Kugel und thut Aschen hinein setzet das Glaß drauf macht den Athanor zu und laßt
        die Lampen fortgehen daß die Hitze sey daß man kaum einen Finger darinn erleiden mag so werden
        innerhalb 50 Tagen Farben erscheinen dann nimm das Glaß und thue die gelehrte Kugel und die
        Asche hinweg, thue in die grosse und erste Kugel Sand setz das Glaß drauf, daß die Materia
        bedeckt sey gebt Feuer, so wird in 50 Tagen eine Weisse erscheinen fahre fort bis es gelb
        wird, so in 30 Tagen geschieht letzlich setz das Glaß zu unterst in dem Sande gib Feuer bis es
        roth wird und in der Mitten sich ein gläntzendes Wesen zeiget. pp",N/A,N/A,N/A,N/A,"Erde durch Sonne, Mond und Sterne imprägniert;",N/A,Erde in 2 Teile teilen;,Chomutov; Thionville;,N/A,wie Salpetersieder;,Sieden; Salz wird gereinigt;,Salpeter;,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; keine Kugeln; maximal 6 Pfund pro Ansatz; Mischung in Retorte geben; in Vorlage Wasser; 2 Pfund Wasser; destilliertes Regenwasser; Spiritus geht über; Spiritus rot; Spiritus rektifizieren; Spiritus kühl lagern;,N/A,aus frischer Erde; 6 Pfund Erde; aus Retorte destillieren; kein Wasser vorlegen;,bereits verwendete Erde calcinieren; Extraktion mit Wasser; warmes Wasser; Extrakt reinigen;,Nein;,N/A,"Sal Volatile, Sal Fixum und Spiritus zusammengeben;",Mercurius Triumphans Philosophorum; Menstruum Universale;,N/A,Qualität des Goldes; reines Gold; Verhältnis Gold : Menstruum Universale 1 : 10; Gold löst sich auf; Abfiltrieren; Goldlösung in Phiole überführen;,3 Kugeln; 1. Kugel die größte; 2. Kugel voller Löcher; 3. Kugel Eichenholz;,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40-48 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2a: 50 Tage im Aschebad; 2b: im Aschebad Pfauenschwanz; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3b: 50 Tage im halben Sandbad; 3c: zuerst im halben Sandbad Weiß; 3d: weitere 30 Tage im halben Sandbad; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: Zeit unbestimmt; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte glänzendes Wesen;,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,A15 Descriptio Tincturae Universalis,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,DESCRIPTIO TINCTURAE UNIVER SALIS,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,IN NOMIE TRINITTATIS. DESCRIPTIO. TINCTURAE UNIVERSALIS.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,1. DE MATERIA CRUDA,"Im Monath Martio,
        im Vollem Monde, frühe vor Aufgang der Sonnen, bey hellem Wetter, wenn die Luftt gantz stille,
        es auch nicht windig ist, noch regnit, sondern die Luftt gleichsam voller lieblichen Dampffs
        und Geruches ist, grabe im Nahmen Gottes auf einer schönen fruchtbahren Wiesen, alsobald nach
        der Wurtzel derer Vegetabilien, oder einer halben Ehlen tief eine zimmliche quantiet
        schmierigte rothe Bolarische Erde, Terra Virginea genant, thue solche in ein rein neu
        höltzeren Faß, und bewahre Sie vor Regen biß Du solche Erde an behörigen Orthe ferner prae- 10
        pariren kanst wie nachfolget.",N/A,N/A,März; Vollmond; klarer Himmel; kein Wind; kein Regen; früh morgens; bei Sonnenaufgang;,schöne Wiese;,rote Erde; bolarisch;,halbe Elle tief;,N/A,FEHLT; (in den parallelen Oberservationes wird genannt: Chomutov;),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,II. PREPARATIO. TERRAE VIRGINEAE,"Nimm diese Colligirte Terra zerstoße Sie gröblich, und thue davon in
        viele breite Wallenburgische oder Töpfferne Vergläßete Schalen nicht gar dück auf einander,
        setze Sie an die Luftt, an die Sonne und Monden, damit Sie untter freyem Himmel mit den
        Kräftten des himmlischen Gestirnes und Dero Einflüßen wohl impraegnire, bewahre Sie aber wohl
        für Wind und Regen, laße sie alßo stehen sich impraegniren biß zur Ende des Mayen, rühre Sie
        oftt ümb, damit sie durchaus fein impraegniret werden, alß denn besprenge sie wohl mit Mayen
        Thau, so in zunehmendes Monden gesamblet ist, und rühre es fein unttereinander, und wenn es
        trocken worden, so imbibire es wieder, und wiederhole es so oftt, alß es von Nöthen, und
        dieses imbibiren continuire biß zu Ende des Monathes July, so wird darinne ein recht
        centralisches und Astralisches Sal Nitri wachsen, undt sich von der Hitze der Sonnen, bevoraus
        in den HundsTagen sublimiren und alß denn ist diese unsere rohte Terra bereittet.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erde ausbreiten; 14 Tage; Einwirkung von Gestirn und Himmel; bei Regen abdecken; Nachts; bis Ende Mai; mit Maientau besprengen; bis Ende Juli;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,III.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,"PRAEPARATIO.SALIS TERRAE, SEU NITRI PHILOSOPHICI","Nun folget die Bereittung des Salis Mundi, oder unsers Nitri. Dieses geschiehet solcher
        Gestald. Nimm die praeparirte terram und thue solche in ein Faß darinnen ein Gestelle von
        Weichen Stroh gemacht, und ein Loch mit einem Zapffen am Boden ist, thue aber nicht mehr
        darein, als dienlich, sondern daß noch Raum im Faße bleibe, 3. Theil Wasser darauf zu gießen,
        wenn das geschehen, so nimm gelauttert Regen-Waßer, oder welches beßer, Mayen Thau, laße einen
        Keßel voll sieden, und gieße es also 11 warm auf die Terram in das Faß, daß es eine gutte
        Spanne hoch drüber gehe, damit sich alles [CZ: Salz] fein rein solviren und außziehen möge,
        verdecke es oben wohl mit einem reinem Tuch, und laß es 24 Stunden also stehen, hernach laß
        das Waßer ablauffen, und mache noch einen Keßel Regen-Waßer siedent, und gieß es wider auf das
        residuum Terrae damit sich alle Schärffe vollends außziehen möge, verdecke es wie das
        Erstemahl, und laß es wieder stehen, alß dann laß dieses Waßer auch wieder ablauffen, und thue
        es zum vorigem, das residuum Terrae trockne oder calcinire, und behaltte es biß zum Gebrauch.
        Die abgezapftte Lauge thue in den Keßel, laß solche über [CZ: Feuer] einsieden, biß zu einem
        Häuttlein, setze es hernach mit samt dem Keßel, oder welches beßer, in einen andern Keßel
        gegoßen, in einen kaltten Keller, damit es zu Cristallen schießen möge, was nicht anschießet,
        gieße ab, undt laß es wieder über dem Feuer abdämpffen, biß es ein Häuttlein bekömmet, alßdann
        setze es wieder ins kaltte, und laß schießen und repetire es so oftt biß alles angeschoßen und
        zu Cristallen ge- Worden ist, diese Cristallen drockene und solvire Sie in destilirten rore majali filtrire,
        coagulire, und reinige sie so oft, biß Sie keinen schaum und Unreinigekeit mehr von sich geben
        , welches in 3 biß 4 mahlen geschiehet, und alß dann ist unser Nitrum Terrae bereitet.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fass; Fass mit Zapflöchern; mit Wasser; warmes Wasser; Regenwasser; Maientau; 24 Stunden stehen lassen;,Kessel; Sieden; Nach Einsieden stehen lassen; Salz kristallisiert aus; Salz wird gereinigt;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
